potential(mV),component3,component4,background label,stimulation noise label,evoked potential label,dataset number,channel number,epoch number,stimulus number
-0.0197142759554274,-0.0110529632010882,-0.00154400111952737,0,1,0,1,1,13,1
-0.00472876706675962,-0.00720447118810358,0.000743556431452502,0,1,0,1,1,13,1
0.00379306668911186,0.000363113064458427,0.00297519839916217,0,1,0,1,1,13,1
0.0242261211638843,0.00918900232326491,0.00492634920181291,0,1,0,1,1,13,1
0.0332294986832366,0.015798644185177,0.00642018801191124,0,1,0,1,1,13,1
0.0407356049079108,0.017129201797649,0.00734089527373982,0,1,0,1,1,13,1
0.0323423084622778,0.012109635942701,0.00765560673889608,0,1,0,1,1,13,1
0.0194712623363514,0.00236438379498312,0.00740111106251679,0,1,0,1,1,13,1
0.0110608676686519,-0.008472038045513,0.00665202856492264,0,1,0,1,1,13,1
-0.00878138608241947,-0.0161553100706952,0.00552690573807007,0,1,0,1,1,13,1
-0.00529289523707465,-0.0176551529272647,0.0041712609887042,0,1,0,1,1,13,1
-0.0028081718434383,-0.0124911946755714,0.00270069216533691,0,1,0,1,1,13,1
0.00959850484289573,-0.0027785285305066,0.00120738885991184,0,1,0,1,1,13,1
0.0259681380146727,0.00753884343167546,-0.00023794435043981,0,1,0,1,1,13,1
0.0214702825232429,0.0143937256666314,-0.00160076942626505,0,1,0,1,1,13,1
0.0288819506919918,0.0152915471664027,-0.00283197797715833,0,1,0,1,1,13,1
0.018406218866617,0.0101718848289674,-0.00385326356451813,0,1,0,1,1,13,1
0.0128875096397796,0.00165134577315171,-0.00461740566818342,0,1,0,1,1,13,1
-0.0105187927441677,-0.00638706423933893,-0.00510389292922462,0,1,0,1,1,13,1
-0.0185395929220289,-0.0107312597700373,-0.00528068139317074,0,1,0,1,1,13,1
-0.00670524079080174,-0.0100493022575414,-0.00514005029664981,0,1,0,1,1,13,1
-0.000342598568245402,-0.0058599254685333,-0.0046847918506723,0,1,0,1,1,13,1
0.00303218388162155,-0.00133167828500757,-0.00391608520639455,0,1,0,1,1,13,1
0.0168285906394795,0.00118727891131774,-0.00292130564723835,0,1,0,1,1,13,1
0.0182031096703092,0.00108465828519801,-0.00185940724303284,0,1,0,1,1,13,1
0.00219019469002602,0.000119967772638896,-0.000856082657190441,0,1,0,1,1,13,1
0.00851968976386448,0.001167109329533,3.04135276461173e-06,0,1,0,1,1,13,1
-0.00402713761459421,0.00493981997838999,0.000664292476175617,0,1,0,1,1,13,1
-0.00664593485655673,0.00964377136693607,0.00113633694584773,0,1,0,1,1,13,1
0.0611752209459901,0.0118676571765973,0.0014279386349552,0,1,0,1,1,14,1
0.046735016520499,0.00817319727525057,0.00152989895650486,0,1,0,1,1,14,1
-0.000992675715074158,-0.00115800334483503,0.00151502360122781,0,1,0,1,1,14,1
-0.0010599162028289,-0.0120481811859036,0.00151128265181912,0,1,0,1,1,14,1
-0.0200137309701652,-0.0192414898359412,0.00160638890760302,0,1,0,1,1,14,1
-0.0255738902905602,-0.0182857899272526,0.00183736398991623,0,1,0,1,1,14,1
0.0110640984907512,-0.00895628758197507,0.00217299244953179,0,1,0,1,1,14,1
0.0278245343739529,0.00437393638258604,0.00251729822259608,0,1,0,1,1,14,1
0.0351379147464119,0.0159210329004036,0.00280377171363281,0,1,0,1,1,14,1
0.0454209145757193,0.0205926598284281,0.00301602313222264,0,1,0,1,1,14,1
0.0268909584081343,0.0165540297376921,0.00310456416059985,0,1,0,1,1,14,1
0.0217611543357798,0.00624801020953338,0.00298990325064859,0,1,0,1,1,14,1
0.00520112130445487,-0.00579313662836193,0.00261070253613846,0,1,0,1,1,14,1
-0.00540700426455332,-0.0147182724666138,0.00194923179831211,0,1,0,1,1,14,1
-0.00857273419240987,-0.0171288318938085,0.00106517083416218,0,1,0,1,1,14,1
-0.00429511333515203,-0.0126605206874875,6.47191430166445e-05,0,1,0,1,1,14,1
-0.00101544159005445,-0.00356525965339903,-0.000973819695141822,0,1,0,1,1,14,1
0.0196425946752179,0.00634829282014243,-0.00201783902588168,0,1,0,1,1,14,1
0.025400501538332,0.013006838574452,-0.00302512964108445,0,1,0,1,1,14,1
0.0286752424199106,0.0138900295829146,-0.00389750368419549,0,1,0,1,1,14,1
0.00960320379334527,0.00908702609128649,-0.00450002381388176,0,1,0,1,1,14,1
0.00990108929000581,0.00108779163469099,-0.00472861732437902,0,1,0,1,1,14,1
