potential(mV),component3,component4,background label,stimulation noise label,evoked potential label,dataset number,channel number,epoch number,stimulus number
0.00932318078103497,0.00213703859746274,0.00245196028942164,0,0,1,1,1,17,2
0.00726435924047781,0.00311790727674624,0.00316255161614312,0,0,1,1,1,17,2
0.0136335441732666,0.00274730572856199,0.00361712286805963,0,0,1,1,1,17,2
-0.000375528963791185,0.00119494083242625,0.00375229210819418,0,0,1,1,1,17,2
-2.12572255048078e-06,-0.000716857450583147,0.003529057421913,0,0,1,1,1,17,2
0.00283264356302295,-0.00191356616094504,0.00293159496659637,0,0,1,1,1,17,2
0.00365723783000915,-0.00176957587464297,0.0019804524650048,0,0,1,1,1,17,2
-0.00100657485943807,-0.000376308670351082,0.000746998789846926,0,0,1,1,1,17,2
-0.00122827690844565,0.00151582998590531,-0.000654350780706783,0,0,1,1,1,17,2
0.00448040468595924,0.00277618658101468,-0.00208827530939371,0,0,1,1,1,17,2
0.00320609412295665,0.00262544016278787,-0.00342397071599847,0,0,1,1,1,17,2
0.00289347319286133,0.00108371496747112,-0.0045441409457417,0,0,1,1,1,17,2
-0.00639096645456989,-0.00123869532832427,-0.0053400540211388,0,0,1,1,1,17,2
-0.0157092309044979,-0.00326743603025392,-0.0057221685170187,0,0,1,1,1,17,2
-0.0101636523428655,-0.00408480873667673,-0.00564294275599737,0,0,1,1,1,17,2
-0.00514974933400601,-0.00354524641756448,-0.00511153696518002,0,0,1,1,1,17,2
-0.00861351059583017,-0.00192692278577612,-0.00419223084386456,0,0,1,1,1,17,2
0.00278617878150884,7.15577118598302e-05,-0.00298437455008903,0,0,1,1,1,17,2
-0.00819673597424009,0.00166108218126832,-0.00159197572782139,0,0,1,1,1,17,2
0.00114726234726254,0.00259945735618157,-0.000118554379779847,0,0,1,1,1,17,2
-0.00146132556148942,0.00281468100559982,0.00132226045529276,0,0,1,1,1,17,2
-0.00559272247658902,0.0024301933349691,0.00262717401486762,0,0,1,1,1,17,2
0.00414920930026207,0.00177718980920454,0.0037246625762155,0,0,1,1,1,17,2
-0.00650092372355966,0.000926358419334051,0.00458397512405677,0,0,1,1,1,17,2
-0.0146975335947811,-3.82821453449434e-05,0.00522273697281116,0,0,1,1,1,17,2
-0.0119968190573478,-0.000944231086741224,0.0056833052413652,0,0,1,1,1,17,2
-0.00534968398986373,-0.00169491910769319,0.00599673284669168,0,0,1,1,1,17,2
-0.0210750040741938,-0.00209308869953211,0.00618297097932416,0,0,1,1,1,17,2
-0.0268909185894579,-0.00198390565071208,0.00626080667575489,0,0,1,1,1,17,2
-0.0232921350891198,-0.00144211977598407,0.0062289598393219,0,0,1,1,1,17,2
-0.0246782977049437,-0.000700219708920988,0.00605996579315841,0,0,1,1,1,17,2
-0.0290605867892222,-2.21026272010586e-05,0.00569992621566893,0,0,1,1,1,17,2
-0.0339535797378687,0.000417918937846121,0.00505893851643606,0,0,1,1,1,17,2
-0.0358785434225417,0.000649076106372692,0.00404661593229894,0,0,1,1,1,17,2
-0.0427788771039273,0.000953995006582837,0.00261562340657271,0,0,1,1,1,17,2
-0.0432298348528166,0.00152871811794391,0.000765555750704759,0,0,1,1,1,17,2
-0.0546104874837071,0.00225163372015968,-0.0014537681654065,0,0,1,1,1,17,2
-0.0505975138025834,0.00283459739382576,-0.00393162720635102,0,0,1,1,1,17,2
-0.0535359916829622,0.00279956004094156,-0.00650702804411255,0,0,1,1,1,17,2
-0.0574637832827512,0.00186436101089896,-0.00897543840939753,0,0,1,1,1,17,2
-0.0668478838547986,0.000283782511014084,-0.0110874228556578,0,0,1,1,1,17,2
-0.0633108939949875,-0.00153389415432896,-0.0125961239654001,0,0,1,1,1,17,2
-0.0831034443060996,-0.00308670949910843,-0.0133076015388755,0,0,1,1,1,17,2
-0.0611661235627245,-0.00400864114234061,-0.0130983510167093,0,0,1,1,1,17,2
-0.0615598412679464,-0.00434952046036798,-0.0119376317249723,0,0,1,1,1,17,2
-0.0584577801724825,-0.00414334430776118,-0.00989388856589525,0,0,1,1,1,17,2
-0.0622865518151739,-0.00336036882442304,-0.00711855367473076,0,0,1,1,1,17,2
-0.049206204586597,-0.00196354402763335,-0.00383758078828587,0,0,1,1,1,17,2
-0.0301398479699483,0.000115464548608938,-0.000343992507995004,0,0,1,1,1,17,2
-0.0333923086821117,0.00258879293788672,0.00304967034241613,0,0,1,1,1,17,2
-0.0227085261286081,0.00481317110752778,0.00605929899183496,0,0,1,1,1,17,2
-0.0119919707976394,0.00607281964577118,0.00845484847463882,0,0,1,1,1,17,2
0.00223547609572952,0.00582694776894969,0.0100913049159423,0,0,1,1,1,17,2
-0.00833199827550539,0.00406576995723758,0.0109140940665654,0,0,1,1,1,17,2
-0.00644722371136562,0.00135359906712606,0.0109455250899723,0,0,1,1,1,17,2
-0.00303517232465034,-0.00146166212233035,0.0102786715393546,0,0,1,1,1,17,2
-0.00306152290672241,-0.00358729286165168,0.00906928916435899,0,0,1,1,1,17,2
-0.00453961534182575,-0.0045497783945822,0.00750211272088904,0,0,1,1,1,17,2
-0.00597971351023208,-0.00430702646302854,0.0057583879366951,0,0,1,1,1,17,2
0.0035435078645578,-0.00314105757523305,0.00399713733826138,0,0,1,1,1,17,2
-0.000304644119523649,-0.00141451874690503,0.00233248225040034,0,0,1,1,1,17,2
0.00283641003746103,0.000459927095269995,0.000833607859947249,0,0,1,1,1,17,2
-0.000443050866185849,0.00205762257544655,-0.000462644788026812,0,0,1,1,1,17,2
0.00773399797500556,0.00305315593886703,-0.00154698590577768,0,0,1,1,1,17,2
0.00501837655711454,0.00312462230246452,-0.00243457609283926,0,0,1,1,1,17,2
0.00034749006344017,0.00219805708255863,-0.00314904840111042,0,0,1,1,1,17,2
0.00365171010144664,0.000625286330158717,-0.00370889138966217,0,0,1,1,1,17,2
0.00102364662504757,-0.00107258758710972,-0.00412202533370967,0,0,1,1,1,17,2
-0.0100221782728016,-0.00221131197503045,-0.00437797137651773,0,0,1,1,1,17,2
-0.00416086439983194,-0.00233437603291898,-0.00445551432309668,0,0,1,1,1,17,2
-0.0032461385340868,-0.00157660662188917,-0.00433724361397455,0,0,1,1,1,17,2
-0.00132117825224611,-0.000348410685369202,-0.00401746620657823,0,0,1,1,1,17,2
0.000121429943870124,0.000708655587861257,-0.00350145811640124,0,0,1,1,1,17,2
-0.000974775775769953,0.00108690669950418,-0.00281023412777139,1,0,0,1,1,17,2
0.000992214494855747,0.000805862663994201,-0.00198514787651955,1,0,0,1,1,17,2
-0.00151410393801096,0.000111774541882023,-0.00108452517782656,1,0,0,1,1,17,2
-0.00502051815435797,-0.000549608138586828,-0.000181908828423778,1,0,0,1,1,17,2
0.00338202000169853,-0.000794100526547005,0.000642783887790928,1,0,0,1,1,17,2
0.00332937363879695,-0.000581188049668732,0.00131824157897025,1,0,0,1,1,17,2
-0.00269820450882094,-5.58335476142255e-06,0.00179497196083345,1,0,0,1,1,17,2
0.00565781726367232,0.000665249297871182,0.0020432544009041,1,0,0,1,1,17,2
0.000584256866820222,0.00117860268805582,0.00205541938768327,1,0,0,1,1,17,2
0.0138622554180465,0.00139650320304662,0.00185234200865099,1,0,0,1,1,17,2
-0.00417229074893422,0.00122298820335411,0.0014755403731421,1,0,0,1,1,17,2
0.00507918280939463,0.000741048551337526,0.000981741835818615,1,0,0,1,1,17,2
0.00436832174795615,2.60052289115083e-05,0.000439968516509102,1,0,0,1,1,17,2
0.00561221421049986,-0.000761318257860151,-8.13472407345656e-05,1,0,0,1,1,17,2
0.000863321304956137,-0.00137872329447078,-0.000528881044099217,1,0,0,1,1,17,2
-0.00342386176463527,-0.00174342090792149,-0.000861514893515872,1,0,0,1,1,17,2
0.00715136512002963,-0.00168972717008544,-0.00105470017817741,1,0,0,1,1,17,2
0.00626746222353744,-0.00119084421317357,-0.00111013620848316,1,0,0,1,1,17,2
0.000876392447720684,-0.00042309059877584,-0.00104483214880392,1,0,0,1,1,17,2
0.00339303074663078,0.000533001692009523,-0.000882564028679762,1,0,0,1,1,17,2
0.0177902238802207,0.00138407322791389,-0.000655403116692411,1,0,0,1,1,17,2
0.00185562444123987,0.00183757941716753,-0.000395356200284167,1,0,0,1,1,17,2
0.0112105959926315,0.00183338931927312,-0.000126645772588466,1,0,0,1,1,17,2
0.0120856629396358,0.00126189221979403,0.000130146146447371,1,0,0,1,1,17,2
0.010441067280686,0.000298903065670021,0.000363607936266565,1,0,0,1,1,17,2
0.00677433548751654,-0.000678565095933776,0.000579657521730538,1,0,0,1,1,17,2
0.00654936882894827,-0.00144238748967118,0.000792441570307969,1,0,0,1,1,17,2
0.0102641993420548,-0.00169408147137106,0.0010099763064272,1,0,0,1,1,17,2
0.00749152860074733,-0.00137075824435132,0.00123194363429918,1,0,0,1,1,17,2
0.00915877857818948,-0.000704810457497456,0.0014492060465895,1,0,0,1,1,17,2
0.00732207544475556,9.98976039908059e-05,0.0016472657665073,1,0,0,1,1,17,2
