potential(mV),background label,stimulation noise label,evoked potential label
-0.00355155610556057,0,1,0
0.00977326942983936,0,1,0
0.0186564864599026,0,1,0
0.0324748240727968,0,1,0
0.05270881845854,0,1,0
0.0295137517260757,0,1,0
0.0176694623451921,0,1,0
-0.0109542369536539,0,1,0
-0.0168763816296602,0,1,0
-0.0168763816296602,0,1,0
-0.00799316461483102,0,1,0
0.00187707651858826,0,1,0
0.0132278538297972,0,1,0
-0.0514222255310699,0,1,0
-0.0380974000345256,0,1,0
-0.0129282851792309,0,1,0
0.00483814885983191,0,1,0
0.0285267276106378,0,1,0
0.06208554757412,0,1,0
0.0408645290584877,0,1,0
0.030994287899361,0,1,0
0.00335761268913881,0,1,0
-0.0173698936858964,0,1,0
-0.0213179901352474,0,1,0
-0.0376038879789018,0,1,0
-0.0124347731228593,0,1,0
0.00829273325867064,0,1,0
0.0536958425756673,0,1,0
0.0334618481885056,0,1,0
0.0423450652329462,0,1,0
0.0235916070344429,0,1,0
-0.0099672128407744,0,1,0
-0.0173698936858964,0,1,0
-0.0178634057421174,0,1,0
-9.69717085941291e-05,0,1,0
0.0472801858156018,0,1,0
0.0290202396683483,0,1,0
0.0295137517260757,0,1,0
0.0290202396683483,0,1,0
0.00582517297370622,0,1,0
-0.0124347731228593,0,1,0
-0.0173698936858964,0,1,0
-0.0297076950869806,0,1,0
-0.0395779362013116,0,1,0
-0.00256453199221918,0,1,0
0.00187707651858826,0,1,0
0.0403710170003686,0,1,0
0.0640595958098036,0,1,0
0.0571504269861691,0,1,0
0.0265526793799591,0,1,0
0.0142148779442159,0,1,0
-0.0213179901352474,0,1,0
-0.0287206709752308,0,1,0
-0.0292141830311134,0,1,0
-0.00799316461483102,0,1,0
0.0181629744025384,0,1,0
0.0433320893493381,0,1,0
0.048760721990738,0,1,0
0.0438256014075611,0,1,0
0.0270461914376039,0,1,0
-0.00404506816220795,0,1,0
-0.0149023334045664,0,1,0
-0.0104607248972215,0,1,0
0.00335761268913881,0,1,0
0.0334618481885056,0,1,0
0.0418515531747765,0,1,0
0.0438256014075611,0,1,0
0.0462931616989315,0,1,0
0.0117473176582905,0,1,0
-0.0114477490100704,0,1,0
-0.0168763816296602,0,1,0
-0.0306947191986722,0,1,0
-0.0311882312544962,0,1,0
-0.0129282851792309,0,1,0
0.0230980949769144,0,1,0
0.0517217943414838,0,1,0
0.0680076922820412,0,1,0
0.0517217943414838,0,1,0
0.0240851190919869,0,1,0
-9.69717085941291e-05,0,1,0
-0.00898018872783313,0,1,0
-0.0356298397562655,0,1,0
-0.026253110695603,0,1,0
-0.00256453199221918,0,1,0
0.0176694623451921,0,1,0
0.0413580411166228,0,1,0
0.0462931616989315,0,1,0
0.0275397034952647,0,1,0
0.0181629744025384,0,1,0
-0.0114477490100704,0,1,0
-0.0227985263035086,0,1,0
-0.0178634057421174,0,1,0
0.00187707651858826,0,1,0
0.0142148779442159,0,1,0
0.0369164325940194,0,1,0
0.0364229205360376,0,1,0
0.0457996496406228,0,1,0
0.00286410063227249,0,1,0
-0.0158893575171435,0,1,0
-0.0257595986396337,0,1,0
-0.0361233518119457,0,1,0
-0.0316817433103056,0,1,0
-0.0119412610664726,0,1,0
0.0132278538297972,0,1,0
0.0536958425756673,0,1,0
0.06208554757412,0,1,0
0.0601114993387242,0,1,0
0.0334618481885056,0,1,0
-9.69717085941291e-05,0,1,0
-0.0203309660229984,0,1,0
-0.0385909120901347,0,1,0
-0.0208244780791302,0,1,0
-9.69717085941291e-05,0,1,0
0.0186564864599026,0,1,0
0.0502412581660323,0,1,0
0.0497477461075837,0,1,0
0.0413580411166228,0,1,0
0.0176694623451921,0,1,0
-0.0099672128407744,0,1,0
-0.0277336468634237,0,1,0
-0.0188504298545147,0,1,0
0.00631868503066668,0,1,0
0.0319813120149677,0,1,0
0.0314877999571559,0,1,0
0.0457996496406228,0,1,0
0.0265526793799591,0,1,0
0.00631868503066668,0,1,0
-0.0163828695734094,0,1,0
-0.026253110695603,0,1,0
-0.0464871049779747,0,1,0
-0.0371103759232643,0,1,0
-0.0257595986396337,0,1,0
0.030994287899361,0,1,0
0.0635660837508549,0,1,0
0.0610985234563861,0,1,0
0.0606050113975463,0,1,0
0.0216175588044285,0,1,0
-0.000590483765350314,0,1,0
-0.0158893575171435,0,1,0
-0.0183569177983234,0,1,0
0.00730570914463691,0,1,0
0.026059167322332,0,1,0
0.05270881845854,0,1,0
0.0586309631623663,0,1,0
0.0457996496406228,0,1,0
0.0270461914376039,0,1,0
0.00927975737276743,0,1,0
-0.00207101993552561,0,1,0
-0.0183569177983234,0,1,0
-0.0144088213482552,0,1,0
0.00335761268913881,0,1,0
0.0201370226320918,0,1,0
0.0245786311495486,0,1,0
0.0230980949769144,0,1,0
-0.0385909120901347,0,1,0
-0.0445130567563501,0,1,0
-0.0287206709752308,0,1,0
0.0275397034952647,0,1,0
0.0586309631623663,0,1,0
0.0645531078687696,0,1,0
0.0709687646369854,0,1,0
0.0240851190919869,0,1,0
-9.69717085941291e-05,0,1,0
-0.0134217972355879,0,1,0
-0.0203309660229984,0,1,0
-0.00108399582209096,0,1,0
0.0383969687680663,0,1,0
0.0507347702244978,0,1,0
0.0689947164002827,0,1,0
0.0541893546342571,0,1,0
0.0388904808261166,0,1,0
0.0127343417726116,0,1,0
0.00977326942983936,0,1,0
-0.0213179901352474,0,1,0
-0.0114477490100704,0,1,0
0.0112538056011537,0,1,0
0.0245786311495486,0,1,0
0.0324748240727968,0,1,0
0.0290202396683483,0,1,0
-0.0193439419106909,0,1,0
-0.0297076950869806,0,1,0
-0.00108399582209096,0,1,0
0.0305007758415829,0,1,0
0.0556698908101332,0,1,0
0.0625790596330136,0,1,0
0.0744233490519237,0,1,0
0.0374099446520177,0,1,0
0.0230980949769144,0,1,0
-0.0129282851792309,0,1,0
-0.0173698936858964,0,1,0
0.00533166091676129,0,1,0
0.0413580411166228,0,1,0
0.0606050113975463,0,1,0
0.0635660837508549,0,1,0
0.0650466199277537,0,1,0
0.0497477461075837,0,1,0
0.0142148779442159,0,1,0
-0.0168763816296602,0,1,0
-0.0242790624716367,0,1,0
-0.0153958454608625,0,1,0
0.0166824382305455,0,1,0
0.0245786311495486,0,1,0
0.0344488723042815,0,1,0
0.0408645290584877,0,1,0
-0.00848667667133984,0,1,0
-0.0287206709752308,0,1,0
-0.00453858021883979,0,1,0
0.0270461914376039,0,1,0
0.0457996496406228,0,1,0
0.0596179872799203,0,1,0
0.0517217943414838,0,1,0
0.0206305346895213,0,1,0
-0.00256453199221918,0,1,0
-0.0306947191986722,0,1,0
-0.0311882312544962,0,1,0
-0.019837453966852,0,1,0
0.0383969687680663,0,1,0
0.0443191134658005,0,1,0
0.0453061375823314,0,1,0
0.0532023305170943,0,1,0
0.0393839928841837,0,1,0
0.0156954141159651,0,1,0
-0.0203309660229984,0,1,0
-0.019837453966852,0,1,0
0.0112538056011537,0,1,0
-0.0302012071428335,0,1,0
-0.0297076950869806,0,1,0
0.00730570914463691,0,1,0
0.0354358964201258,0,1,0
0.0576439390448833,0,1,0
0.06208554757412,0,1,0
0.0443191134658005,0,1,0
0.0156954141159651,0,1,0
0.000396540348178043,0,1,0
-0.0247725745276508,0,1,0
-0.0208244780791302,0,1,0
-0.00355155610556057,0,1,0
0.0250721432071259,0,1,0
0.0339553602463845,0,1,0
0.0591244752211342,0,1,0
0.0448126255240573,0,1,0
0.0300072637838205,0,1,0
0.00681219708764402,0,1,0
-0.0232920383595663,0,1,0
-0.00503209227545609,0,1,0
-0.00453858021883979,0,1,0
-0.00651262844521305,0,1,0
0.0324748240727968,0,1,0
0.0408645290584877,0,1,0
0.0383969687680663,0,1,0
0.0250721432071259,0,1,0
-9.69717085941291e-05,0,1,0
-0.0188504298545147,0,1,0
-0.0213179901352474,0,1,0
-0.0395779362013116,0,1,0
-0.0351363277005703,0,1,0
0.00977326942983936,0,1,0
0.0364229205360376,0,1,0
0.0551763787514901,0,1,0
0.0675141802229478,0,1,0
0.0512282822829819,0,1,0
0.0122408297154433,0,1,0
-0.00404506816220795,0,1,0
-0.0277336468634237,0,1,0
-0.0232920383595663,0,1,0
-0.0168763816296602,0,1,0
0.0171759502878603,0,1,0
0.0305007758415829,0,1,0
0.052215306400003,0,1,0
0.05270881845854,0,1,0
0.0314877999571559,0,1,0
0.00533166091676129,0,1,0
-0.0193439419106909,0,1,0
-0.0188504298545147,0,1,0
-0.00256453199221918,0,1,0
0.0147083900014495,0,1,0
0.0398775049422673,0,1,0
0.0438256014075611,0,1,0
0.0492542340491515,0,1,0
-0.0390844241457309,0,1,0
-0.0617859786881461,0,1,0
-0.0139153092919289,0,1,0
0.0344488723042815,0,1,0
0.0680076922820412,0,1,0
0.0966313917413144,0,1,0
0.103540560585928,0,1,0
0.0828130540634184,0,1,0
0.0438256014075611,0,1,0
0.0275397034952647,0,1,0
0.00681219708764402,0,1,0
0.0156954141159651,0,1,0
0.0413580411166228,0,1,0
0.0660336440457767,0,1,0
0.088735198780685,0,1,0
0.0759038852300313,0,1,0
0.0457996496406228,0,1,0
0.00829273325867064,0,1,0
-0.0129282851792309,0,1,0
-0.0242790624716367,0,1,0
-0.0351363277005703,0,1,0
0.0290202396683483,1,0,0
0.0413580411166228,1,0,0
0.00187707651858826,1,0,0
-0.00256453199221918,1,0,0
-0.00700614050176762,1,0,0
0.00138356446176857,1,0,0
0.00138356446176857,1,0,0
0.0171759502878603,1,0,0
0.0132278538297972,1,0,0
0.0206305346895213,1,0,0
0.0196435105746788,1,0,0
0.0102667814869286,1,0,0
-0.0060191163886425,1,0,0
0.010760293544033,1,0,0
-0.00404506816220795,1,0,0
0.00779922120164533,1,0,0
0.00878624531571059,1,0,0
0.0206305346895213,1,0,0
0.00927975737276743,1,0,0
0.0216175588044285,1,0,0
-0.00256453199221918,1,0,0
-0.00947370078431131,1,0,0
-0.00799316461483102,1,0,0
-0.00651262844521305,1,0,0
-0.00108399582209096,1,0,0
0.00829273325867064,1,0,0
0.00681219708764402,1,0,0
0.0117473176582905,1,0,0
0.0102667814869286,1,0,0
0.00286410063227249,1,0,0
-0.0158893575171435,1,0,0
-0.00108399582209096,1,0,0
-0.0124347731228593,1,0,0
-9.69717085941291e-05,1,0,0
-0.000590483765350314,1,0,0
-0.00207101993552561,1,0,0
0.00385112474602067,1,0,0
0.00335761268913881,1,0,0
-0.0099672128407744,1,0,0
-0.0153958454608625,1,0,0
-0.00947370078431131,1,0,0
-0.0494481773099968,0,1,0
-0.0504352014205609,0,1,0
-0.0208244780791302,0,1,0
0.0245786311495486,0,1,0
0.0601114993387242,0,1,0
0.08429359024248,0,1,0
0.0694882284594307,0,1,0
0.0472801858156018,0,1,0
0.00730570914463691,0,1,0
-0.0277336468634237,0,1,0
-0.0277336468634237,0,1,0
-0.00503209227545609,0,1,0
0.0117473176582905,0,1,0
0.0699817405185974,0,1,0
0.06208554757412,0,1,0
0.0709687646369854,0,1,0
0.0497477461075837,0,1,0
0.0230980949769144,0,1,0
-0.0227985263035086,0,1,0
-0.0282271589193348,0,1,0
-0.0287206709752308,0,1,0
0.00730570914463691,0,1,0
0.0201370226320918,0,1,0
0.0408645290584877,0,1,0
0.0418515531747765,0,1,0
0.0176694623451921,0,1,0
-0.0109542369536539,0,1,0
-0.0287206709752308,0,1,0
-0.033162279477648,0,1,0
-0.043032520589986,0,1,0
-0.0380974000345256,0,1,0
-0.0124347731228593,0,1,0
-0.00108399582209096,0,1,0
-0.0380974000345256,0,1,0
-0.0553703219725614,0,1,0
-0.0385909120901347,0,1,0
-0.0124347731228593,0,1,0
0.0571504269861691,0,1,0
0.0729428128739826,0,1,0
0.0961378796811303,0,1,0
0.0709687646369854,0,1,0
0.0275397034952647,0,1,0
0.00385112474602067,0,1,0
-0.0139153092919289,0,1,0
-0.0158893575171435,0,1,0
0.0216175588044285,0,1,0
0.0403710170003686,0,1,0
0.0507347702244978,0,1,0
0.0660336440457767,0,1,0
0.052215306400003,0,1,0
0.0221110708619072,0,1,0
0.00631868503066668,0,1,0
-0.0316817433103056,0,1,0
-0.0232920383595663,0,1,0
-0.0158893575171435,0,1,0
0.00533166091676129,0,1,0
0.0166824382305455,0,1,0
0.0285267276106378,0,1,0
0.0127343417726116,0,1,0
0.00138356446176857,0,1,0
-0.0188504298545147,0,1,0
-0.0563573460827991,0,1,0
0.0156954141159651,1,0,0
0.0191499985172823,1,0,0
0.0161889261732471,1,0,0
0.0112538056011537,1,0,0
-0.00355155610556057,1,0,0
0.00681219708764402,1,0,0
-0.00256453199221918,1,0,0
0.00138356446176857,1,0,0
0.00681219708764402,1,0,0
0.0112538056011537,1,0,0
0.0117473176582905,1,0,0
0.0186564864599026,1,0,0
-0.00947370078431131,1,0,0
-0.00404506816220795,1,0,0
-0.00898018872783313,1,0,0
-0.00552560433205729,1,0,0
-0.0153958454608625,1,0,0
-0.00256453199221918,1,0,0
0.00138356446176857,1,0,0
0.00335761268913881,1,0,0
-0.00256453199221918,1,0,0
-0.00651262844521305,1,0,0
-0.00700614050176762,1,0,0
-0.0124347731228593,1,0,0
-0.00651262844521305,1,0,0
-0.00947370078431131,1,0,0
-0.0060191163886425,1,0,0
0.00385112474602067,1,0,0
-0.00157750787881605,1,0,0
-0.00207101993552561,1,0,0
-0.00355155610556057,1,0,0
-0.00305804404889765,1,0,0
-0.0104607248972215,1,0,0
-0.00947370078431131,1,0,0
-0.0099672128407744,1,0,0
0.00335761268913881,1,0,0
-9.69717085941291e-05,1,0,0
0.00335761268913881,1,0,0
-0.00108399582209096,1,0,0
0.00385112474602067,1,0,0
-0.00898018872783313,1,0,0
-0.0129282851792309,1,0,0
-0.0109542369536539,1,0,0
-0.00749965255830709,1,0,0
-0.00552560433205729,1,0,0
-9.69717085941291e-05,1,0,0
-0.00355155610556057,1,0,0
-9.69717085941291e-05,1,0,0
0.00730570914463691,1,0,0
-0.0489546652546946,0,1,0
-0.0558638340276865,0,1,0
-0.0484611531993782,0,1,0
0.0295137517260757,0,1,0
0.0704752525777828,0,1,0
0.0685012043411524,0,1,0
0.0759038852300313,0,1,0
0.0339553602463845,0,1,0
0.00237058857542216,0,1,0
-0.0297076950869806,0,1,0
-0.0410584723679701,0,1,0
-0.0282271589193348,0,1,0
-0.00256453199221918,0,1,0
0.030994287899361,0,1,0
0.0364229205360376,0,1,0
0.0507347702244978,0,1,0
0.0398775049422673,0,1,0
0.0201370226320918,0,1,0
-0.00651262844521305,0,1,0
-0.0227985263035086,0,1,0
-0.0321752553661008,0,1,0
-0.00700614050176762,0,1,0
0.0196435105746788,0,1,0
0.0477736978739633,0,1,0
0.025565655264721,0,1,0
0.0349423843621945,0,1,0
0.0191499985172823,0,1,0
-0.00256453199221918,0,1,0
-0.0311882312544962,0,1,0
0.0196435105746788,1,0,0
0.0186564864599026,1,0,0
0.0142148779442159,1,0,0
-0.00108399582209096,1,0,0
-0.000590483765350314,1,0,0
-0.00305804404889765,1,0,0
0.010760293544033,1,0,0
0.00237058857542216,1,0,0
0.00385112474602067,1,0,0
0.0117473176582905,1,0,0
0.0186564864599026,1,0,0
0.0132278538297972,1,0,0
0.00533166091676129,1,0,0
-9.69717085941291e-05,1,0,0
-0.00552560433205729,1,0,0
-0.000590483765350314,1,0,0
-0.0129282851792309,1,0,0
-0.00898018872783313,1,0,0
0.00730570914463691,1,0,0
-0.00157750787881605,1,0,0
0.00681219708764402,1,0,0
-0.00157750787881605,1,0,0
-0.0109542369536539,1,0,0
-0.0163828695734094,1,0,0
-0.00700614050176762,1,0,0
-0.0129282851792309,1,0,0
-0.0134217972355879,1,0,0
-0.00700614050176762,1,0,0
-0.00799316461483102,1,0,0
-0.0104607248972215,1,0,0
-0.00305804404889765,1,0,0
-0.0237855504156093,1,0,0
-0.0168763816296602,1,0,0
-0.0158893575171435,1,0,0
-0.0119412610664726,1,0,0
-0.0163828695734094,1,0,0
-0.00552560433205729,1,0,0
-0.00404506816220795,1,0,0
-0.00453858021883979,1,0,0
-0.00207101993552561,1,0,0
-0.0173698936858964,1,0,0
-0.0139153092919289,1,0,0
-0.0149023334045664,1,0,0
-0.00947370078431131,1,0,0
-0.00799316461483102,1,0,0
-0.00207101993552561,1,0,0
-0.00305804404889765,1,0,0
-0.00799316461483102,1,0,0
-0.0173698936858964,1,0,0
-0.0459935929225894,0,1,0
-0.0435260326454543,0,1,0
0.0147083900014495,0,1,0
0.0492542340491515,0,1,0
0.0680076922820412,0,1,0
0.085280614361948,0,1,0
0.0650466199277537,0,1,0
0.0329683361306428,0,1,0
0.00730570914463691,0,1,0
-0.0104607248972215,0,1,0
-0.0158893575171435,0,1,0
0.0137213658869983,0,1,0
0.0132278538297972,0,1,0
0.0467866737572575,0,1,0
0.0601114993387242,0,1,0
0.0536958425756673,0,1,0
0.0230980949769144,0,1,0
0.0117473176582905,0,1,0
-0.0188504298545147,0,1,0
-0.0129282851792309,0,1,0
-0.0149023334045664,0,1,0
-0.0060191163886425,0,1,0
0.0280332155529424,0,1,0
0.0334618481885056,0,1,0
0.0275397034952647,0,1,0
0.0112538056011537,1,0,0
0.0152019020586991,1,0,0
0.0156954141159651,1,0,0
0.00582517297370622,1,0,0
0.00631868503066668,1,0,0
-0.00503209227545609,1,0,0
-0.00552560433205729,1,0,0
-0.00108399582209096,1,0,0
0.0132278538297972,1,0,0
0.00730570914463691,1,0,0
0.0152019020586991,1,0,0
0.00237058857542216,1,0,0
0.00335761268913881,1,0,0
-0.00256453199221918,1,0,0
-0.0129282851792309,1,0,0
-0.00947370078431131,1,0,0
-0.00207101993552561,1,0,0
-0.00503209227545609,1,0,0
-0.00256453199221918,1,0,0
-0.00503209227545609,1,0,0
0.00385112474602067,1,0,0
-0.00552560433205729,1,0,0
-0.00256453199221918,1,0,0
-0.0144088213482552,1,0,0
-0.0114477490100704,1,0,0
-0.0119412610664726,1,0,0
-0.00305804404889765,1,0,0
-0.0163828695734094,1,0,0
-0.00256453199221918,1,0,0
-0.00157750787881605,1,0,0
-0.0163828695734094,1,0,0
-0.0158893575171435,1,0,0
-0.000590483765350314,1,0,0
-0.0163828695734094,1,0,0
-0.0114477490100704,1,0,0
-0.00749965255830709,1,0,0
-0.00207101993552561,1,0,0
0.00977326942983936,1,0,0
-9.69717085941291e-05,1,0,0
-0.00700614050176762,1,0,0
-0.00207101993552561,1,0,0
-9.69717085941291e-05,1,0,0
-0.0114477490100704,1,0,0
-0.0321752553661008,1,0,0
0.00138356446176857,1,0,0
-0.00355155610556057,1,0,0
-0.00503209227545609,1,0,0
0.00187707651858826,1,0,0
-0.00404506816220795,1,0,0
-0.0060191163886425,1,0,0
-0.00256453199221918,1,0,0
-0.0124347731228593,1,0,0
-0.0178634057421174,1,0,0
-0.0489546652546946,0,1,0
-0.0464871049779747,0,1,0
0.00730570914463691,0,1,0
0.0354358964201258,0,1,0
0.0680076922820412,0,1,0
0.0838000781827737,0,1,0
0.0635660837508549,0,1,0
0.0334618481885056,0,1,0
-0.00157750787881605,0,1,0
-0.0153958454608625,0,1,0
-0.0178634057421174,0,1,0
0.000396540348178043,0,1,0
0.0295137517260757,0,1,0
0.0517217943414838,0,1,0
0.0694882284594307,0,1,0
0.0685012043411524,0,1,0
0.0408645290584877,0,1,0
0.0112538056011537,0,1,0
-0.0193439419106909,0,1,0
-0.021811502191349,0,1,0
-0.0168763816296602,0,1,0
0.00385112474602067,0,1,0
0.0324748240727968,0,1,0
0.035929408478073,0,1,0
0.0319813120149677,0,1,0
0.0191499985172823,0,1,0
-0.0282271589193348,0,1,0
-0.034149303589138,0,1,0
-0.0455000808671908,0,1,0
0.0122408297154433,1,0,0
0.010760293544033,1,0,0
0.00483814885983191,1,0,0
-0.00355155610556057,1,0,0
-0.00749965255830709,1,0,0
-0.00355155610556057,1,0,0
-0.00355155610556057,1,0,0
-0.00108399582209096,1,0,0
0.0112538056011537,1,0,0
0.00977326942983936,1,0,0
0.00533166091676129,1,0,0
-0.000590483765350314,1,0,0
0.000396540348178043,1,0,0
-0.00651262844521305,1,0,0
-0.00305804404889765,1,0,0
-0.0183569177983234,1,0,0
-0.00157750787881605,1,0,0
0.000890052404965758,1,0,0
-0.000590483765350314,1,0,0
-0.00453858021883979,1,0,0
0.00286410063227249,1,0,0
-0.00651262844521305,1,0,0
-0.0124347731228593,1,0,0
-0.0168763816296602,1,0,0
-0.0109542369536539,1,0,0
-0.0109542369536539,1,0,0
-0.00848667667133984,1,0,0
-0.00503209227545609,1,0,0
-0.00157750787881605,1,0,0
-0.00453858021883979,1,0,0
-0.00552560433205729,1,0,0
-0.0144088213482552,1,0,0
-0.00848667667133984,1,0,0
-0.00898018872783313,1,0,0
-0.00947370078431131,1,0,0
