potential(mV),component3,component4,background label,stimulation noise label,evoked potential label,dataset number,channel number,epoch number,stimulus number
0.0166824382305455,0.00327660662015888,-0.00349824219598658,0,1,0,1,1,8,1
-0.00207101993552561,-0.00450790383242962,-0.00371823953498147,0,1,0,1,1,8,1
-0.0242790624716367,-0.0126070890381518,-0.00346792253670328,0,1,0,1,1,8,1
-0.027240134807498,-0.0172126270903917,-0.00274731367565946,0,1,0,1,1,8,1
-0.0277336468634237,-0.0153873577034936,-0.00164046716515903,0,1,0,1,1,8,1
-0.00799316461483102,-0.00676674428610655,-0.000308439257456262,0,1,0,1,1,8,1
0.000396540348178043,0.00559243047573977,0.0010495390374107,0,1,0,1,1,8,1
0.0235916070344429,0.0166531417813383,0.00223638595525498,0,1,0,1,1,8,1
0.0349423843621945,0.0215280147761536,0.00309096722541671,0,1,0,1,1,8,1
0.0221110708619072,0.0177888545167941,0.00351812415196397,0,1,0,1,1,8,1
0.0132278538297972,0.00695809462408345,0.00348448705346137,0,1,0,1,1,8,1
-0.0060191163886425,-0.00639523248989856,0.00300741009694792,0,1,0,1,1,8,1
-0.027240134807498,-0.0165772727767787,0.00216963777302546,0,1,0,1,1,8,1
-0.0247725745276508,-0.0192948928100637,0.00110910372583897,0,1,0,1,1,8,1
-0.0203309660229984,-0.0137918942319883,-1.5817218594449e-05,0,1,0,1,1,8,1
-0.00355155610556057,-0.00286976001346959,-0.00105278065535427,0,1,0,1,1,8,1
0.00681219708764402,0.00838952436265225,-0.00188124502344712,0,1,0,1,1,8,1
0.0226045829194028,0.0149222075181259,-0.00244033190685164,0,1,0,1,1,8,1
0.0122408297154433,0.0141759788990119,-0.00271674096178739,0,1,0,1,1,8,1
0.00878624531571059,0.00697275010380912,-0.00271547956773902,0,1,0,1,1,8,1
-0.0144088213482552,-0.00297308186875042,-0.00246517369660326,0,1,0,1,1,8,1
-0.0188504298545147,-0.0108148846847974,-0.0020123320026664,0,1,0,1,1,8,1
-0.0257595986396337,-0.0130715250312987,-0.00140739343059714,0,1,0,1,1,8,1
-0.0139153092919289,-0.0089868354682952,-0.000711242633407339,0,1,0,1,1,8,1
0.000396540348178043,-0.000788045267399237,1.74524868602635e-05,0,1,0,1,1,8,1
0.00779922120164533,0.00735834076439187,0.00074647978339594,0,1,0,1,1,8,1
0.0137213658869983,0.0116246454201687,0.00145584971493923,0,1,0,1,1,8,1
0.0176694623451921,0.0101238626738661,0.0021120892398144,0,1,0,1,1,8,1
0.000396540348178043,0.0037167565137955,0.00267086750724346,0,1,0,1,1,8,1
-0.0060191163886425,-0.00426712188753338,0.00307507962967535,0,1,0,1,1,8,1
-0.0144088213482552,-0.00995396805816044,0.00326758147202965,0,1,0,1,1,8,1
-0.0203309660229984,-0.0107109423225377,0.00322895836610957,0,1,0,1,1,8,1
-0.0104607248972215,-0.00620634836099939,0.0029709411098901,0,1,0,1,1,8,1
-0.00108399582209096,0.00123605506167933,0.0025131222350536,0,1,0,1,1,8,1
0.0112538056011537,0.00801828820349081,0.00188594045909141,0,1,0,1,1,8,1
0.0147083900014495,0.0111530638276383,0.00112520486750786,0,1,0,1,1,8,1
0.0117473176582905,0.0092691354926421,0.000271259401947968,0,1,0,1,1,8,1
-0.0134217972355879,0.00334048398142506,-0.000616944816010442,0,1,0,1,1,8,1
-0.0099672128407744,-0.00388131418149248,-0.00148378224088462,0,1,0,1,1,8,1
-0.0144088213482552,-0.00952418847366775,-0.00231411776756889,0,1,0,1,1,8,1
-0.0232920383595663,-0.0113521063705294,-0.00311814969839466,0,1,0,1,1,8,1
-0.0124347731228593,-0.00866990818108066,-0.00391067514070884,0,1,0,1,1,8,1
-0.0124347731228593,-0.00272296400972387,-0.00469324525020157,0,1,0,1,1,8,1
-0.00552560433205729,0.00432615950163735,-0.00540574027675568,0,1,0,1,1,8,1
0.00878624531571059,0.0098688440347406,-0.00593495327358538,0,1,0,1,1,8,1
0.00533166091676129,0.0118585782684767,-0.00616160882345088,0,1,0,1,1,8,1
0.0102667814869286,0.0099245934010595,-0.00596291549563158,0,1,0,1,1,8,1
0.00533166091676129,0.00494170776041054,-0.00522320069414092,0,1,0,1,1,8,1
-0.0124347731228593,-0.00124458142618768,-0.00387103945917505,0,1,0,1,1,8,1
-0.00947370078431131,-0.00679436805764083,-0.00188724783492874,0,1,0,1,1,8,1
-0.00898018872783313,-0.0109550196884346,0.000666334587252188,0,1,0,1,1,8,1
-9.69717085941291e-05,-0.0133967866575217,0.00357823097747024,0,1,0,1,1,8,1
-0.000590483765350314,-0.0138718123970474,0.00651636464912484,0,1,0,1,1,8,1
0.0117473176582905,-0.0116030297538128,0.00910904510106164,0,1,0,1,1,8,1
0.010760293544033,-0.00512740290594651,0.0109874567470897,0,1,0,1,1,8,1
0.010760293544033,0.00562125651072986,0.0118624414488045,0,1,0,1,1,8,1
0.00237058857542216,0.0183782243082769,0.0115807323132579,0,1,0,1,1,8,1
0.0615920355152433,0.0285200833257027,0.0101080001107003,0,1,0,1,1,8,2
0.0625790596330136,0.0302333907661007,0.00754450639955674,0,1,0,1,1,8,2
0.0354358964201258,0.0205056356039108,0.00417155910985456,0,1,0,1,1,8,2
0.0191499985172823,0.00123384093200048,0.00040162781485285,0,1,0,1,1,8,2
-0.034149303589138,-0.0209536510584871,-0.00330476454517892,0,1,0,1,1,8,2
-0.0553703219725614,-0.0367079109756622,-0.00649484526776474,0,1,0,1,1,8,2
-0.0548768099174226,-0.0390126834808332,-0.00882942996478633,0,1,0,1,1,8,2
-0.0509287134758223,-0.0265525612258082,-0.0101364776505534,0,1,0,1,1,8,2
