potential(mV),background label,stimulation noise label,evoked potential label,dataset number,channel number,epoch number,stimulus number
-0.0168763816296602,0,1,0,1,1,7,1
0.00187707651858826,0,1,0,1,1,7,1
0.00434463680291808,0,1,0,1,1,7,1
0.0112538056011537,0,1,0,1,1,7,1
-0.00207101993552561,0,1,0,1,1,7,1
-0.00848667667133984,0,1,0,1,1,7,1
-0.0213179901352474,0,1,0,1,1,7,1
-0.0183569177983234,0,1,0,1,1,7,1
-0.0242790624716367,0,1,0,1,1,7,1
-0.0203309660229984,0,1,0,1,1,7,1
-0.0124347731228593,0,1,0,1,1,7,1
-0.00700614050176762,0,1,0,1,1,7,1
-0.00207101993552561,0,1,0,1,1,7,1
0.0122408297154433,0,1,0,1,1,7,1
0.0156954141159651,0,1,0,1,1,7,1
0.00582517297370622,0,1,0,1,1,7,1
-0.0232920383595663,0,1,0,1,1,7,1
-0.00700614050176762,0,1,0,1,1,8,1
0.00385112474602067,0,1,0,1,1,8,1
0.00829273325867064,0,1,0,1,1,8,1
0.00335761268913881,0,1,0,1,1,8,1
0.00681219708764402,0,1,0,1,1,8,1
0.000890052404965758,0,1,0,1,1,8,1
-0.0124347731228593,0,1,0,1,1,8,1
-0.0183569177983234,0,1,0,1,1,8,1
-0.00848667667133984,0,1,0,1,1,8,1
-0.00799316461483102,0,1,0,1,1,8,1
-0.0060191163886425,0,1,0,1,1,8,1
-0.00355155610556057,0,1,0,1,1,8,1
-0.00552560433205729,0,1,0,1,1,8,1
-0.00207101993552561,0,1,0,1,1,8,1
-0.0134217972355879,0,1,0,1,1,8,1
-0.0114477490100704,0,1,0,1,1,8,1
-0.0104607248972215,0,1,0,1,1,8,1
-0.0139153092919289,0,1,0,1,1,8,1
-0.0099672128407744,0,1,0,1,1,8,1
-0.00256453199221918,0,1,0,1,1,8,1
0.0117473176582905,0,1,0,1,1,8,1
-9.69717085941291e-05,0,1,0,1,1,9,1
0.00434463680291808,0,1,0,1,1,9,1
0.00878624531571059,0,1,0,1,1,9,1
0.00779922120164533,0,1,0,1,1,9,1
-9.69717085941291e-05,0,1,0,1,1,9,1
-0.00749965255830709,0,1,0,1,1,9,1
-0.0139153092919289,0,1,0,1,1,9,1
-0.0223050142474364,0,1,0,1,1,9,1
-0.0237855504156093,0,1,0,1,1,9,1
-0.0134217972355879,0,1,0,1,1,9,1
0.00138356446176857,0,1,0,1,1,9,1
0.00385112474602067,0,1,0,1,1,9,1
0.00927975737276743,0,1,0,1,1,9,1
-0.00108399582209096,0,1,0,1,1,9,1
-0.00108399582209096,0,1,0,1,1,9,1
-0.00749965255830709,0,1,0,1,1,9,1
-0.0153958454608625,0,1,0,1,1,9,1
-0.0168763816296602,0,1,0,1,1,9,1
-0.0168763816296602,0,1,0,1,1,9,1
-0.0129282851792309,0,1,0,1,1,9,1
-0.00157750787881605,0,1,0,1,1,9,1
-0.00503209227545609,0,1,0,1,1,9,1
-0.00749965255830709,0,1,0,1,1,9,1
-0.0134217972355879,0,1,0,1,1,9,1
-0.0149023334045664,0,1,0,1,1,9,1
-0.019837453966852,0,1,0,1,1,9,1
-0.0208244780791302,0,1,0,1,1,9,1
-0.0173698936858964,0,1,0,1,1,9,1
-0.00799316461483102,0,1,0,1,1,9,1
-0.00256453199221918,0,1,0,1,1,9,1
0.00237058857542216,0,1,0,1,1,9,1
0.00582517297370622,0,1,0,1,1,9,1
0.0147083900014495,0,1,0,1,1,9,1
0.00779922120164533,0,1,0,1,1,9,1
0.00385112474602067,0,1,0,1,1,9,1
-0.00355155610556057,0,1,0,1,1,9,1
-0.00947370078431131,0,1,0,1,1,9,1
-0.00552560433205729,0,1,0,1,1,9,2
-0.00157750787881605,0,1,0,1,1,9,2
0.00434463680291808,0,1,0,1,1,9,2
-0.00207101993552561,0,1,0,1,1,9,2
-0.00848667667133984,0,1,0,1,1,9,2
-0.0178634057421174,0,1,0,1,1,9,2
-0.0153958454608625,0,1,0,1,1,9,2
-0.0203309660229984,0,1,0,1,1,9,2
-0.0223050142474364,0,1,0,1,1,9,2
-0.0114477490100704,0,1,0,1,1,9,2
-0.00157750787881605,0,1,0,1,1,9,2
0.00187707651858826,0,1,0,1,1,9,2
0.00681219708764402,0,1,0,1,1,9,2
0.00483814885983191,0,1,0,1,1,9,2
0.00286410063227249,0,1,0,1,1,9,2
-0.00947370078431131,0,1,0,1,1,9,2
-0.0178634057421174,0,1,0,1,1,9,2
-0.0134217972355879,0,1,0,1,1,9,2
-0.0144088213482552,0,1,0,1,1,9,2
-0.00700614050176762,0,1,0,1,1,9,2
-0.00404506816220795,0,1,0,1,1,9,2
0.0147083900014495,0,1,0,1,1,9,2
0.00681219708764402,0,1,0,1,1,9,2
0.00138356446176857,0,1,0,1,1,9,2
-0.00749965255830709,0,1,0,1,1,9,2
-0.00848667667133984,0,1,0,1,1,9,2
-0.0149023334045664,0,1,0,1,1,9,2
-0.0109542369536539,0,1,0,1,1,9,2
-0.0060191163886425,0,1,0,1,1,9,2
-0.0316817433103056,0,1,0,1,1,11,1
-0.0410584723679701,0,1,0,1,1,11,1
-0.0445130567563501,0,1,0,1,1,11,1
-0.0356298397562655,0,1,0,1,1,11,1
-0.0124347731228593,0,1,0,1,1,11,1
-0.00404506816220795,0,1,0,1,1,11,1
0.00335761268913881,0,1,0,1,1,11,1
0.00779922120164533,0,1,0,1,1,11,1
0.0117473176582905,0,1,0,1,1,11,1
0.000396540348178043,0,1,0,1,1,11,1
-0.00651262844521305,0,1,0,1,1,11,1
-0.019837453966852,0,1,0,1,1,11,1
-0.0232920383595663,0,1,0,1,1,11,1
-0.0203309660229984,0,1,0,1,1,11,1
-0.0129282851792309,0,1,0,1,1,11,1
-0.00256453199221918,0,1,0,1,1,11,1
0.00631868503066668,0,1,0,1,1,11,1
0.00533166091676129,0,1,0,1,1,11,1
0.00483814885983191,0,1,0,1,1,11,1
-0.00207101993552561,0,1,0,1,1,11,1
-0.0099672128407744,0,1,0,1,1,11,1
-0.0129282851792309,0,1,0,1,1,11,1
-0.0173698936858964,0,1,0,1,1,11,1
-0.00700614050176762,0,1,0,1,1,11,1
0.000890052404965758,0,1,0,1,1,11,1
0.00434463680291808,0,1,0,1,1,11,1
0.00779922120164533,0,1,0,1,1,11,1
0.00335761268913881,0,1,0,1,1,11,1
0.000890052404965758,0,1,0,1,1,11,1
-0.00404506816220795,0,1,0,1,1,11,1
-0.00947370078431131,0,1,0,1,1,11,1
-0.0139153092919289,0,1,0,1,1,11,1
-0.00404506816220795,0,1,0,1,1,11,1
-0.0060191163886425,0,1,0,1,1,11,1
-0.00207101993552561,0,1,0,1,1,11,1
0.00335761268913881,0,1,0,1,1,11,1
0.00286410063227249,0,1,0,1,1,11,1
-0.0139153092919289,0,0,1,1,2,12,1
-0.00700614050176762,0,0,1,1,2,12,1
-0.00651262844521305,0,0,1,1,2,12,1
-0.00355155610556057,0,0,1,1,2,12,1
-0.00848667667133984,0,0,1,1,2,12,1
-0.000590483765350314,0,0,1,1,2,12,1
0.000396540348178043,0,0,1,1,2,12,1
0.0171759502878603,0,0,1,1,2,12,1
0.0132278538297972,0,0,1,1,2,12,1
0.0137213658869983,0,0,1,1,2,12,1
0.0285267276106378,0,0,1,1,2,12,1
0.0235916070344429,0,0,1,1,2,12,1
0.0211240467469667,0,0,1,1,2,12,1
0.0211240467469667,0,0,1,1,2,12,1
0.0211240467469667,0,0,1,1,2,12,1
0.010760293544033,0,0,1,1,2,12,1
0.00927975737276743,0,0,1,1,2,12,1
0.00434463680291808,0,0,1,1,2,12,1
0.00385112474602067,0,0,1,1,2,12,1
0.00434463680291808,0,0,1,1,2,12,1
0.00533166091676129,0,0,1,1,2,12,1
0.00286410063227249,0,0,1,1,2,12,1
-0.00108399582209096,0,0,1,1,2,12,1
0.00286410063227249,0,0,1,1,2,12,1
0.0112538056011537,0,0,1,1,2,12,1
0.00977326942983936,0,0,1,1,2,12,1
0.00927975737276743,0,0,1,1,2,12,1
-0.0109542369536539,0,0,1,1,2,12,1
-0.019837453966852,0,0,1,1,2,12,1
-0.0519157375863042,0,0,1,1,2,12,1
-0.0326687674218817,0,0,1,1,2,12,1
-0.0371103759232643,0,0,1,1,2,12,1
-0.0479676411440479,0,0,1,1,2,12,1
-0.0484611531993782,0,0,1,1,2,12,1
-0.0494481773099968,0,0,1,1,2,12,1
-0.0420454964790058,0,0,1,1,2,12,1
-0.0425390085345034,0,0,1,1,2,12,1
-0.0297076950869806,0,0,1,1,2,12,1
-0.0336557915334006,0,0,1,1,2,12,1
-0.0252660865836489,0,0,1,1,2,12,1
-0.027240134807498,0,0,1,1,2,12,1
-0.0287206709752308,0,0,1,1,2,12,1
-0.0292141830311134,0,0,1,1,2,12,1
-0.0385909120901347,0,0,1,1,2,12,1
-0.0400714482568789,0,0,1,1,2,12,1
-0.0415519844234953,0,0,1,1,2,12,1
-0.0366168638676125,0,0,1,1,2,12,1
-0.0311882312544962,0,0,1,1,2,12,1
-0.0321752553661008,0,0,1,1,2,12,1
-0.0242790624716367,0,0,1,1,2,12,1
